id,fuente,oferta_id,titulo,empresa,ubicacion,salario,contrato,jornada,fecha_publicacion,url,descripcion,requisitos,fecha_scrapeo,categoria,tags,modalidad,seniority,salario_num,moneda
914,linkedin,4466584157,Implementation Lead (Banking),Topaz,"Montevideo, Uruguay",,,,2026-09-15,https://www.linkedin.com/jobs/view/4466584157,"En Topaz, no solo creamos tecnología. Transformamos el futuro del mercado financiero. 🚀 Somos un equipo #Multi de protagonistas que convierten ideas en soluciones de impacto. En nuestro Topaz Team, fomentamos un ambiente de colaboración real donde tu curiosidad se premia y tu potencial se expande, aprendiendo de los mejores para resolver desafíos complejos. ¿Estás listo/a para ser protagonista de esta evolución? ¡Queremos conocerte! Tu Rol como Protagonista de la Transformación: Liderar y orquestar la implementación de nuestras soluciones de la plataforma Topaz One, desde la planificación hasta la puesta en producción, asegurando que la visión de nuestros clientes se convierta en una realidad exitosa. Actuar como el puente fundamental entre nuestros equipos de producto, desarrollo y el cliente, garantizando una comunicación fluida y una colaboración excepcional. Gestionar el ciclo de vida de los proyectos, anticipando riesgos y resolviendo desafíos complejos para cumplir con los plazos y la calidad que nos caracteriza. Guiar a tu equipo, inspirando la excelencia, el respeto por las personas y la co-creación en cada etapa del proyecto. Lo que Buscamos para Sumar a Nuestro #TopazTeam: Una persona con pasión por la tecnología, un profundo conocimiento del ecosistema financiero y un liderazgo que inspira: Experiencia comprobada en la gestión e implementación de proyectos de software, preferiblemente en el sector financiero. Sólidos conocimientos en metodologías ágiles (Scrum, Kanban). Experiencia específica y demostrable en la implementación de soluciones de Billetera Digital (Wallet) y Aplicaciones Móviles para el sector bancario. Experiencia y habilidades excepcionales de liderazgo y gestión de equipos. Capacidad para gestionar múltiples proyectos de forma simultánea, manteniendo siempre el foco en el cliente. Excelentes habilidades de comunicación y negociación para interactuar con stakeholders de distintos niveles. Información adicional ¡Tu experiencia en Topaz es nuestra prioridad! Estos son algunos de los beneficios que te acompañarán en tu evolución: 🌱 Bienestar Integral: Tu bienestar es fundamental. Cuidamos de ti y de quienes más quieres con planes de salud integrales, porque un equipo sano es un equipo que transforma. 🚀 Desarrollo y Evolución: Tu carrera no se detiene. En Topaz, la #Evolución es constante. A través de programas de formación y desafíos diarios, te damos las herramientas para que tu potencial no tenga límites. ⚖️ Flexibilidad y Equilibrio: Creemos en el equilibrio. Disfruta de la flexibilidad que necesitas para dar lo mejor de ti con nuestra modalidad híbrida y un día libre en tu cumpleaños para celebrar",,2026-09-25T13:56:15+00:00,,,,,,
915,linkedin,4465699010,Ejecutivo de Ventas - Colonia,Más Ventas,"Colonia, Uruguay",,,,2026-09-10,https://www.linkedin.com/jobs/view/4465699010,"🚀 Ejecutivo/a de Ventas - COLONIA ¿Tenés perfil comercial, te motivan los desafíos y querés que tus ingresos dependan de tu desempeño? En Handy , empresa líder en soluciones de pago, buscamos personas con energía , actitud comercial y ganas de crecer para sumarse a nuestro equipo en Montevideo. 🎯 Tu desafío Salir al mercado, generar nuevas oportunidades y afiliar comercios, presentando soluciones de pago y productos que ayudan a los negocios a vender más , cobrar mejor y gestionar de forma más simple . 📌 Qué vas a hacer Generar oportunidades comerciales mediante visitas presenciales y contacto en frío en la zona asignada. Generar reuniones con potenciales clientes. Presentar nuestras soluciones de pago y productos adicionales. Gestionar el ciclo comercial en nuestro CRM. Construir relaciones de confianza con clientes y comercios. 🚀 Cómo trabajamos Vas a tener autonomía para organizar tu día, objetivos claros, seguimiento comercial y capacitación constante para que puedas desarrollarte y potenciar tus resultados. 🌟 Qué valoramos Experiencia en ventas y orientación a resultados. Actitud proactiva, energía y autonomía. Buenas habilidades de comunicación y negociación. Ganas de aprender, crecer y superarte. Mentalidad comercial y foco en maximizar ingresos. 💼 Qué ofrecemos Sueldo fijo + comisiones sin tope. Importante esquema de comisiones. Capacitación y acompañamiento continuo. La posibilidad de representar una marca reconocida, en crecimiento y con fuerte presencia en el mercado. Si te gusta vender, moverte, generar oportunidades y crecer por tus resultados, esta posición es para vos!",,2026-09-25T13:56:15+00:00,,,,,,
916,linkedin,4471110897,Senior Elixir Engineer,Arionkoder,"Montevideo, Montevideo, Uruguay",,,,2026-08-29,https://www.linkedin.com/jobs/view/4471110897,"Arionkoder is an AI consulting firm helping companies build, embed, and own AI systems that drive real business outcomes. We combine Product Development, Artificial Intelligence, and Team Augmentation to craft digital products and solutions that create lasting impact — guided by a human-centric approach and a commitment to pushing the boundaries of what technology can do. What You’ll Do The Senior Software Engineer (Elixir) reports to the Engineering Manager and works closely with cross-functional teams including other software engineers, architects, quality assurance, and product managers to ensure seamless, high-quality product and platform delivery. In this role, you will design, develop, test, deploy, and maintain world-class applications written in Elixir. You will also optimize these applications for speed, reliability, and scalability. Your Impact Design, develop, deploy, and maintain high-performance, robust, and scalable APIs using Elixir. Also, conduct performance optimization to improve system responsiveness and throughput. Ensure API security protocols are in place to protect data and systems. Collaborate with cross-functional teams, both internal and external, to define, design, and bring innovative features to life. Identify and resolve issues and performance bottlenecks with existing API and integration architectures. Create and maintain technical documentation for API usage and system integrations. Uphold and propagate best practices in server-side Elixir-based application design, and collaborate with architects and engineers to continuously improve upon these best practices. Engage in architectural discussions and actively contribute to the technical decision-making process. Mentor other developers to foster a culture of innovation, quality, and growth. Continuously research, evaluate, test, and implement new technologies to optimize application performance and development efficiency. Collaborate with external stakeholders to design efficient integrations. Maintain up-to-date knowledge of Elixir trends, technologies, and best practices. What You Bring To The Table Minimum of 7 years of software development experience with substantial professional Elixir development experience (we use Phoenix, LiveView experience is a plus). Proven track record of delivering high-quality, secure, and performant Elixir-based applications to production environments. Expertise in working with and designing RESTful APIs (we use OpenAPI specs). Proficiency in working with and designing solutions using multiple database systems (we use PostgreSQL primarily, with some SQLite). Proficiency in working with various version control systems (we use Git). Experience working in Agile and Kanban environments. Familiarity with cloud platforms and various architecture types (we are on AWS). Familiarity with containerization and container orchestration. Experience working with external clients, partners, and vendors. You consider multiple options when designing a solution. You are an all-around great person to work with! Bonus points Experience in the Travel/Lifestyle industry. Experience working with asynchronous event-driven architecture. You have led teams and/or projects, either in an official or unofficial capacity. You’ve been a full-stack developer in previous roles and can assist in front-end development efforts (we use React). You’ve designed and architected an end-to-end application and deployed it to production where it is used by end users like yourself. Perks 💵 Monthly USD Service Fee 🌴 20 business days of paid Agreed Time Off—Annual + 6 Local Holidays 🐣Caregiver Time Off 💻A dynamic remote work culture. You can work from anywhere! 🚀An entrepreneurial environment. About Us In 2010, our founders dreamed up a company that could positively impact the world. Since then, we've been in permanent evolution: from business consulting to innovation and design, and now to building amazing digital products powered by AI. We scaled globally, launched AI Labs and Reshape Studios, and claimed our space as an AI consulting firm — helping organizations move from pilots to production through accountable AI. Today, we're expanding our impact across industries, driving real AI adoption through accountability, governance, and value at scale. Dreamers first, builders always.",,2026-09-25T13:56:15+00:00,,,,,,
917,linkedin,4466943036,Referente de Cuidado - Lista de retén,Aldeas Infantiles SOS Uruguay,"Salto, Salto, Uruguay",,,,2026-09-18,https://www.linkedin.com/jobs/view/4466943036,"El cargo implica ser referente de niños, niñas y adolescentes, garantizarles un cuidado personalizado e idóneo y brindarles contención y apoyo en un entorno protector y de desarrollo. También tiene como objetivo fortalecer sus habilidades sociales y aprendizajes de hábitos saludables de convivencia, potenciar sus capacidades y autonomía y habilitar espacios de participación y toma de decisiones en situaciones que conciernen a sus vidas y a sus procesos de desarrollo individual. Requisitos Disponibilidad para residir en el lugar de trabajo Acreditar ciclo básico Se valora Gusto por el trabajo con niños, niñas y adolescentes. Capacidad de manejo de conﬂictos sociofamiliares y destacadas habilidades para dar apoyo y realizar acompañamiento. Capacidad para transmitir valores sólidos como hábitos de trabajo y de higiene, actitud de cooperación y relaciones armónicas con el entorno. Capacidad empática y de adaptación, ﬂexibilidad, proactividad, dinamismo, sociabilidad, trabajo en equipo, actitud positiva y tolerancia a la frustración. Beneficios Se ofrece formar parte de una organización líder en el desarrollo de programas para la infancia y la adolescencia y un buen ambiente laboral, que valora el trabajo en equipo. Somos una organización internacional no gubernamental que trabaja en Uruguay desde 1960 con el objetivo de garantizar el derecho de niñas, niños y adolescentes a la convivencia familiar y comunitaria, según lo establecido en la Convención sobre los Derechos del Niño (CDN) y las Directrices de Naciones Unidas sobre las Modalidades Alternativas de Cuidado de los Niños. Desde Aldeas Infantiles promovemos un entorno laboral inclusivo y seguro, con igualdad de oportunidades para todas las personas. Fomentamos la participación de personas con discapacidad según lo establecido en la Ley Nº 19.691, y adoptamos una política de tolerancia cero frente a cualquier tipo de discriminación, abuso, acoso, explotación sexual o cualquier otro aspecto de protección y salvaguarda, como también frente a cualquier situación de fraude o corrupción. La organización cuenta con canales internos y confidenciales para el reporte y el seguimiento de situaciones que vulneren estos principios. Todos los cargos de Aldeas Infantiles estan regulados por verificaciones obligatorias, y el requerimiento del Certificado de antecedentes judiciales sobre delitos sexuales, conforme a la Ley 19.791 y el decreto reglamentario 17/020.",,2026-09-25T13:56:15+00:00,,,,,,
918,linkedin,4439343468,Adult Education Program Manager,Greater Lawrence Community Action Council Inc.,Uruguay,,,,2026-07-10,https://www.linkedin.com/jobs/view/4439343468,"Job Summary The Adult Development Program Manager is responsible for the coordination, delivery, and continuous improvement of Adult Education, ESOL, and Financial Empowerment programming. This role focuses on instructional leadership, student support, and financial capability initiatives that promote educational advancement, financial stability, and long-term self-sufficiency for adult learners. The Manager oversees ESOL and Adult Education instruction, supports instructors, ensures program quality and compliance, and leads Financial Empowerment initiatives, including full management of the VITA tax program. This position plays a key role in integrating financial literacy into adult education services and strengthening community impact Essential Functions And Key Responsibilities Program Leadership & Instructional Oversight Provide leadership and oversight for ESOL and Adult Education programming Supervise, mentor, and support instructors through classroom observations, coaching, and professional development Ensure high-quality curriculum, lesson planning, and instructional delivery (in-person and online) Coordinate assessments, including BEST Plus testing, and ensure compliance with program standards Lead staff meetings, trainings, and continuous improvement efforts Student Support & Program Coordination Advise students academically and support transitions into employment, training, or continued education Coordinate recruitment, enrollment, orientations, and retention strategies Maintain accurate and timely data entry in required systems Ensure compliance with funding, program, and reporting requirements Collaborate across programs to strengthen service delivery and participant outcomes Financial Empowerment & VITA Program Management Lead the planning, implementation, and evaluation of Financial Empowerment initiatives Oversee all aspects of the VITA tax program, ensuring compliance with IRS regulations and quality standards Recruit, train, and supervise VITA volunteers Manage tax site operations, including intake, scheduling, and client services Maintain reporting, track outcomes, and resolve filing issues Conduct outreach and build partnerships Ensure client satisfaction and workflow management Collaborate with HR for onboarding and offboarding of volunteers Financial Literacy & Participant Coaching Design and deliver financial literacy workshops Integrate financial capability education into Adult Education and ESOL programming Provide individual financial coaching Support participants in accessing resources that improve financial well-being Summary Of Role Value Integrates education and financial empowerment services Expands access to tax preparation and financial literacy Improves participant financial stability and outcomes Enhances program quality and community impact Complete other tasks as assigned and needed Skills & Qualifications Bachelor’s degree required Minimum 3 years of relevant experience, preferred Experience teaching ESOL/adult learners Experience managing or supporting VITA programs preferred Bilingual (English/Spanish) preferred Strong leadership and organizational skills Experience with data systems and reporting Ability to work with diverse populations Additional Requirements: Availability for evening hours and occasional Saturdays Travel between local sites as needed Ability to manage multiple priorities in a fast-paced environment Must have a suitable CORI and SORI check completed within the first thirty (30) days of employment Ability to work effectively with and meet the needs of people from a wide range of backgrounds, identities, cultures, nationalities and languages that make-up the rich complexity of GLCAC employees, partners in the community, and clientele. Everyone is responsible for supporting the agency’s mission of building an environment of fairness and opportunity where people are valued for their unique contributions Supervisory Responsibility: Oversight of educators, the Program Assistant and the Program Support Specialist Travel: Travel between local sites and conferences as required. Physical Demands: This job regularly requires the employee to sit, walk and stand as well as use hands repetitively to handle or operate standard office equipment. The employee is occasionally required to kneel, crouch, or crawl. The employee must frequently lift and/or move up to 10 pounds and occasionally lift and/or move up to 25 pounds. Work Environment: This job operates in a professional office environment and uses standard office equipment, such as computers, phones, photocopiers, filing cabinets, fax machines. Powered by JazzHR ueoe1STpfR",,2026-09-25T13:56:15+00:00,,,,,,
919,linkedin,4462896578,Sr Supply Development Analyst - Montevideo,Despegar,"Montevideo, Montevideo, Uruguay",,,,2026-09-03,https://www.linkedin.com/jobs/view/4462896578,"Somos Despegar, parte del ecosistema de Prosus, y hace más de 25 años revolucionamos la forma de viajar en América Latina ✈️. Construimos tecnología que transforma experiencias y conecta a millones de personas con sus sueños de viaje. Buscamos talento que piense en 10x, actúe con autonomía y genere impacto real. Si te apasiona innovar, aprender rápido y construir en equipo, este lugar es para ti Actualmente, nos encontramos en la búsqueda de una persona para sumarse al equipo de Supply Development como Sr Supply Development Analyst para la dirección de Travel Partners Funciones del rol: Ser referente y gestionar la relación con el área Comercial, con nuestro producto de Alojamientos, Rentadoras, Parques, Asistencias. Colaborar en la construcción de la estrategia de Sourcing para productos Non Air. Detectar oportunidades y construir dimensionamientos para priorizar planes. Análisis financiero de la Planificación Comercial para el armado de diagnósticos y planes estratégicos. Implementar soluciones de automatización e IA para mejorar la eficiencia de procesos de sourcing y análisis de performance Definir planes de acción integrales para la implementación y seguimiento de distintas oportunidades de negocio (incluyendo: procesos, capacitaciones, herramientas, reportes, KPIs a monitorear, modelo de gestión, etc.) Definir los objetivos comerciales al equipo de Sourcing y los KPIs de seguimiento Implementar planes de negocio e identificar oportunidades, proponiendo alternativas de mejora. Trabajar en conjunto con diferentes equipos (Sourcing, Producto, Revenue Management, IT, BI, Legales, Media Sales, etc.) para el desarrollo e implementación de propuestas comerciales, herramientas y procesos. ¿Qué buscamos? Profesionales graduados en carreras de Ingenierías Industrial o Economía. Mínimo 2 años de experiencia en áreas de BI, Planning Comercial, Data Scientes, analista comercial, Business Analyst y desarrollo de proyectos Manejo de Excel avanzado, Google Sheets, SQL avanzado. Experiencia en análisis de datos / manejo de herramientas de visualización de datos Ingles necesario Deseables Portugues, manejo de Power BI/ Metabase ¿Qué beneficios te esperan? Trabajo modalidad hibrida (asistencia 60% del mes a la oficina en Montevideo Zonamerica) Descuentos exclusivos en todos los productos Despegar 🛩 Cobertura Medica Blue Cross 🩺 Día de cumpleaños libre 🎂 Bonos por performance 🏆 Cupon díario de PedidosYa y PedidosYa Plus Acuerdos y convenios universidades para que puedas potenciar tu desarrollo 👩‍🎓 Reintegro por el cuidado de hijos/as 👨‍👧‍👧 Licencias extendidas para cuidadores primarios y secundarios Y mucho más! ¿Qué ofrecemos? Autonomía real para tomar decisiones e impactar desde el día 1 Cultura de aprendizaje continuo: fallamos rápido, aprendemos y escalamos Equipo diverso, colaborativo y sin silos Oportunidades de crecimiento en un ecosistema global (Prosus) Valoramos el ownership, la innovación y poner a las personas en el centro. Viajar te transforma, trabajar en Despegar también ✈️ #TalentoDespegar #SomosDespegar #EquipoD We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses and identifying potential inconsistencies or verification signals in application materials based on available information. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us.",,2026-09-25T13:56:15+00:00,,,,,,
920,linkedin,4446391815,Management Accountant,Impala Terminals,"Montevideo, Montevideo, Uruguay",,,,2026-09-10,https://www.linkedin.com/jobs/view/4446391815,"Main Purpose The Accounting team in Montevideo operates under a function-based structure, covering the following areas: Cash & Debt, Performance, Estimates, Fixed Assets, Inventory, and Consolidation. Across all functions, the team is responsible for maintaining accurate and complete Trial Balances (Statutory & Group) for Impala Terminals Group JV entities — both stand-alone and consolidated — while providing end-to-end accounting and reporting support. This includes GL entries, account reconciliations, preparation of ad-hoc analysis, key controls, and Financial Statements. The team follows a rotation model, enabling each member to develop deep expertise in one function before transitioning to another, fostering broad technical knowledge and cross-functional versatility. The initial focus of this role will be Cash & Debt . Key Responsibilities: Responsibilities include but are not limited to: Coordinate month end close with peers in MVD, local offices and head offices Run monthly processes Prepare Key and Non-Key Controls reports Manage fluent interaction with other areas of the company (AP/AR, Treasury, Tax, FP&A, etc) Report BS/PnL and review/explain deviations Perform GL account analyses and reconciliations Ensure accuracy of Statutory and Group accounting (IFRS), preparing also required information for Financial Statements purposes Support internal and external audits (follow up on audit resolutions) Evaluation of existent controls and processes and proposal of improvements Knowledge, Skills And Abilities Public Accountant Minimum of 5 years of experience in accounting field Fluent in English Advanced Excel skills / pivot tables Results oriented Meet deadlines on assignments Flexible and proactive attitude Meticulous attention to detail Independent team player with good communication skills – verbal and written Fast learner and comfortable operating in a fast-paced environment Key Relationships Internal: Finance and operations team External: Auditors/ Advisors",,2026-09-25T13:56:15+00:00,,,,,,
921,linkedin,4466755438,Oficial de Mantenimiento sector Nutricionales- San José,CONAPROLE,"San Jose de Mayo, San José, Uruguay",,,,2026-09-13,https://www.linkedin.com/jobs/view/4466755438,"Principales Desafíos Quien resulte seleccionado/a se integrará al equipo de trabajo de la planta, con foco en los sectores de elaboración de fórmulas nutricionales, teniendo entre sus principales responsabilidades las siguientes tareas: Mantenimiento y reparación de equipos industriales, tanto a nivel mecánico como eléctrico. Detección y diagnóstico de fallas en los distintos sistemas y equipos, interactuando con el Sector de Automatismos. Registro de actividades en los sistemas correspondientes. Ejecución de las actividades de mantenimiento preventivo y predictivo, según lo establecido en los Planes de Mantenimiento. Requisitos Bachillerato Técnico completo con amplios conocimientos y experiencia en electricidad y mecánica industrial. Con curso Técnico Terciario (por ejemplo: Mantenimiento Electromecánico Industrial, Maquinista Naval, Tecnólogo Mecánico o similar), o experiencia laboral equivalente. Disponibilidad para realizar horarios y descansos rotativos, así como la radicación en la zona de actividad del Complejo Industrial. Se valorará la capacidad de integrarse y trabajar en equipo interdisciplinario, resolución de problemas e iniciativa.",,2026-09-25T13:56:15+00:00,,,,,,
922,linkedin,4466629780,Senior Product Manager (AI & Creative Products) — PropTech / Luxury Real Estate & Media,Truelogic,Uruguay,,,,2026-09-18,https://www.linkedin.com/jobs/view/4466629780,"About Truelogic At Truelogic we are a leading provider of nearshore staff augmentation services headquartered in New York. For over two decades, we’ve been delivering top-tier technology solutions to companies of all sizes, from innovative startups to industry leaders, helping them achieve their digital transformation goals. Our team of 600+ highly skilled tech professionals, based in Latin America, drives digital disruption by partnering with U.S. companies on their most impactful projects. Whether collaborating with Fortune 500 giants or scaling startups, we deliver results that make a difference. By applying for this position, you’re taking the first step in joining a dynamic team that values your expertise and aspirations. We aim to align your skills with opportunities that foster exceptional career growth and success while contributing to transformative projects that shape the future. Our Client A premier high-end real estate and technology-driven media brokerage specializing in luxury listings, disruptive content production, and innovative agent branding strategies. Job Summary The Senior Product Manager will own the strategy and execution of a new suite of AI-powered creative and marketing products. Reporting directly to the CTO, this role bridges creative services and scalable product development by managing two primary tracks: building internal productivity tools for designers and media producers, and developing self-serve marketing software for real estate agents. The ideal candidate blends technical fluency in modern generative AI tooling with strong product intuition, creative judgment, and experience translating agency or studio workflows into scalable software. Responsibilities Product Strategy & Ownership: Define the end-to-end product roadmap for AI-driven creative tools across internal production teams and self-serve agent platforms. Establish KPIs tied to adoption, creative quality, production speed, and revenue impact. AI Tooling & Integration: Identify and validate actionable generative AI opportunities across text, image, video, and audio; partner with engineering to deploy models into production with strong quality bars and brand guardrails. Discovery & Workflow Optimization: Map intake-to-delivery workflows alongside designers and media producers to remove bottlenecks; engage agents and sellers to prioritize features that directly drive listing success. Cross-Functional Execution: Lead sprint planning and discovery while collaborating with executive, legal, studio, and engineering stakeholders to align on priorities, risk management, and feature releases. Data Analytics: Leverage analytics tools (e.g., PostHog, Amplitude, Mixpanel) to track user behavior, feature usage, and overall platform performance to guide iterative strategy. Qualifications And Job Requirements Experience: 5–8+ years of core Product Management experience within SaaS, MarTech, Digital Asset Management (DAM), or creative media tooling. AI Fluency: Hands-on experience integrating generative AI technologies (LLMs, media generation models) into production software with an understanding of their current limitations. Creative Alignment: Proven track record of collaborating directly with creative roles (designers, video editors, producers) to productize craft-heavy workflows. Technical & Data Skills: Proficiency in Agile delivery alongside engineering teams, combined with hands-on experience using product analytics platforms (PostHog, Amplitude, Mixpanel, Metabase). Domain Experience (Nice-to-Have): Previous experience in real estate tech, luxury branding, media production, or agency environments. What we offer 100% Remote Work: Enjoy the freedom to work from the location that helps you thrive. All it takes is a laptop and a reliable internet connection. Highly Competitive USD Pay: Earn an excellent, market-leading compensation in USD, that goes beyond typical market offerings. Paid Time Off: We value your well-being. Our paid time off policies ensure you have the chance to unwind and recharge when needed. Work with Autonomy: Enjoy the freedom to manage your time as long as the work gets done. Focus on results, not the clock. Work with Top American Companies: Grow your expertise working on innovative, high-impact projects with Industry-Leading U.S. Companies. Why You’ll Like Working Here A Culture That Values You: We prioritize well-being and work-life balance, offering engagement activities and fostering dynamic teams to ensure you thrive both personally and professionally. Diverse, Global Network: Connect with over 600 professionals in 25+ countries, expand your network, and collaborate with a multicultural team from Latin America. Team Up with Skilled Professionals: Join forces with senior talent. All of our team members are seasoned experts, ensuring you're working with the best in your field. Apply now!",,2026-09-25T13:56:15+00:00,,,,,,
923,linkedin,4469335866,Asesores Comerciales,Nexum Consulting,"Montevideo, Uruguay",,,,2026-09-23,https://www.linkedin.com/jobs/view/4469335866,"💥 ¡Sumate a la apertura del nuevo local de DECATHLON en Tres Cruces! Buscamos ASESORES COMERCIALES 👉 ¿Cumplís con los siguientes requisitos? 🎓 Bachillerato completo (valorado) 🧾 Contar con experiencia laboral de al menos 1 año en roles similares 🔄 Disponibilidad para trabajar en horarios rotativos en régimen de shopping (excluyente) 🕒 Posibilidad de desempeñarse en jornadas de 8 horas 📍 Lugar de Trabajo: Shopping Tres Cruces 🏅 Gusto y pasión por el deporte 👉 ¿Te gustaría asumir estos desafíos? 🗣️ Asesorar a los clientes sobre los distintos productos 💳 Realizar tareas de caja 🛍️ Colaborar en el cumplimiento de los objetivos de ventas definidos 🏬 Mantener el orden e imagen del local 📦 Controlar el stock de la tienda 👉 ¿Cuáles serán tus beneficios? ✨ Incorporarte a la apertura del nuevo local de Decathlon en el Shopping de Tres Cruces, la tienda de deportes más grande del país 📅 2 días de descanso semanales completos 💼 Excelentes condiciones de contratación 🚀 Oportunidades reales de desarrollo y crecimiento",,2026-09-25T13:56:15+00:00,,,,,,
924,linkedin,4464596546,Data Scientist,Ulta Beauty,"Montevideo, Uruguay",,,,2026-09-10,https://www.linkedin.com/jobs/view/4464596546,"OVERVIEW: Live the experience . From professional empowerment to continual learning opportunities. From ongoing investment in new and emerging technologies to a career of self-determination. At Ulta Beauty, our tech team is critical to our scalability—and is recognized that way. We’ve been defined as a “mature start-up.” A place where interdepartmental exposure, open doors, and genuine collaboration is ubiquitous. Where challenges come fast and furious, requiring agility, mental dexterity, and creativity. Where our passion for better solutions drives us and is core to who we are. We’re engineering for the future of retail, and it’s no-holds-barred. But for those motivated by continual change and ambiguity, by superior leadership, by whip-smart colleagues who will press you daily for your very best, you’ll find that virtually nothing’s impossible at Ulta Beauty. THE IMPACT YOU CAN HAVE: This Data Scientist is an integral part of the Data Science and Machine Learning practice within our Enterprise AI team at Ulta Beauty. This team utilizes the power of data science and machine learning techniques to address the diverse business questions and challenges facing Ulta Beauty. As a Data Scientist, you will succeed by mining our rich data assets to develop features, conducting statistical analyses, building DS/ML models, and constructing large scale prediction systems in a fast-paced, data-focused retail environment. The Data Scientist will also act as a subject matter expert, communicating the value and tackling the application of advanced analytics for various use cases with multiple stakeholders across Ulta Beauty. CORE JOB RESPONSIBILITIES: Design and develop data science and machine learning models to optimize operational tactics, marketing messages, and guest experiences, while generating efficiencies across Ulta Beauty In addition to classical statistical methods, research and implement new machine learning approaches and techniques to drive innovative solutions that solve business problems Mine our rich, omnichannel, customer data assets across 1500+ stores, a leading e-commerce platform, and 46M+ Ultamate Rewards loyalty program members to construct analytical solutions that enable data-driven decisions Partner with the AI Engineering and Architecture peers, contributing the Data Science perspective in cross-functional discussions Engage with business and product stakeholders to refine requirements into a concrete, technical scope Explain and present complex analytical approaches and model results in a concise manner to drive alignment and outcomes from business partners Ensure data integrity and quality by leveraging proven methodologies, including data reconciliation, data integration and data audits Continue driving a data-driven culture and contribute to the creation of enterprise AI capabilities and platforms that power Ulta Beauty’s future ESSENTIALS FOR SUCCESS: 2-5 years of professional experience in data science, machine learning, or analytics functions, with a track record of owning and delivering work in a production environment Advanced degree in a highly quantitative field such as Mathematics, Statistics, Computer Science, Engineering, Economics, etc. Equivalent professional experience will be considered. In-depth knowledge and experience with data science and machine learning concepts (e.g., multivariate regression, statistical inference, supervised and unsupervised learning, etc.) Proficiency in Python and scientific related frameworks (e.g., Scikit-Learn, NumPy, SciPy etc.) Hands-on experience designing, deploying, and maintaining machine learning pipelines Excellent interpersonal, verbal, and written communication skills to communicate complex ideas to various audiences in both a technical and user-friendly language Demonstrated ability to work effectively both in a team environment and independently by handling multiple projects, meeting deadlines, prioritizing appropriately and responding to issues quickly and creatively with an open and positive attitude Energetic and self-motivated with a strong sense of curiosity - must be extremely organized and detail oriented with an ability to make proactive recommendations Passion for broadening your technical skills and diving into unknown problems PREFERRED QUALIFICATIONS: Hands-on experience working in Databricks and enterprise cloud platforms, preferably GCP Practical experience with CI/CD and MLOps best practices and tools (Git, Airflow, MLflow, Jenkins, etc.) Experience with Apache Spark (PySpark, and Spark ML) and/or deep learning frameworks (e.g., Tensorflow, Torch, etc.) Understanding of causal and uplift models Prior work in retail, e-commerce, or consumer-facing technology environments",,2026-09-25T13:56:15+00:00,,,,,,
